-7.4818 -7.9496
-7.7904 -8.6798
-2.6232 -3.1386
-4.3258 -5.332
-1.5386 -1.0357
-1.3164 -1.3393
-3.4128 -4.7759
3.7795 -1.4877
-2.2473 3.6585
4.2704 2.2615
-2.8967 3.9063
3.4568 -0.99771
-1.9547 2.9085
4.9374 4.7233
-3.8674 4.9426
4.6291 6.7931
-2.2421 7.4885
4.1042 2.2557
1.4501 4.5364
4.601 1.3522
-2.5942 5.0828
4.2225 2.2399
-0.44259 4.7423
3.5856 5.5377
-2.8579 5.6427
3.9053 9.0114
-0.78559 3.8627
3.5789 5.7875
-1.1239 4.3656
-2.3201 -3.0011
-2.5773 -4.8329
1.9398 2.1835
-7.969 -9.0567
-5.1357 -5.0391
-3.7722 -3.928
-1.8879 -2.4488
-0.87956 -0.35297
-5.0074 -5.5124
-0.17428 -2.0428
-2.8674 -3.706
-0.49909 -1.6019
-5.7375 -5.2794
2.4581 1.134
-8.8572 -9.7569
-2.2742 -3.4144
-2.0785 -2.8575
-2.1301 -2.3581
-4.8923 -5.0264
-4.1633 -4.1605
-4.9662 -4.3394
-1.7976 -2.5972
-4.797 -5.3187
-4.0304 -4.6156
3.9319 4.8263
2.9496 2.2917
4.4533 6.0306
3.6769 7.2195
3.7776 2.2751
-2.1358 2.1833
-3.3866 -4.2616
-2.4989 -3.1951
5.4275 -5.1996
3.2714 -3.2913
3.6667 -5.4299
3.1996 -4.2467
3.9487 -3.978
3.323 -5.0923
3.4077 -5.2125
2.5883 -4.5616
4.9396 -3.7992
3.4996 -4.7971
3.9549 -2.8477
4.4672 -5.2853
3.9771 -5.8746
3.2576 -3.412
3.6935 -0.51765
-1.2999 2.7554
4.3998 0.54835
-2.1732 6.1609
3.5987 1.1724
-4.2041 1.6046
3.9004 -1.1343
-2.6035 3.6425
3.9491 3.2027
0.048366 5.0977
4.5856 2.1531
-2.0891 4.1639
-1.3477 -2.881
-4.7086 -5.4692
1.9789 1.5168
3.9823 2.8769
-2.1 5.7945
-4.4638 -5.9922
-3.2302 -2.5581
-3.5148 -4.3457
-0.31993 -1.9771
-1.5641 -1.4856
2.9451 1.6211
-3.2555 -4.3771
-5.8734 -6.8819
-4.6493 -5.3944
-5.1804 -5.8217
-0.80557 -1.6731
-1.3568 -2.3314
-2.1038 -2.7101
-1.2224 -1.6403
-2.7811 -3.955
-3.0974 -3.7423
-0.90066 -1.4437
-0.88375 -2.0386
3.0176 2.5822
-3.8465 -3.2908
-0.10906 -0.66399
2.2317 1.6163
-5.3679 -5.2427
3.7873 6.7762
4.2726 7.414
-1.917 6.7981
3.5429 3.3781
-1.52 3.4396
-6.1823 -6.1833
-8.4768 -8.6457
3.8484 -3.1225
-2.6823 6.1854
4.003 6.8276
-0.22063 4.1701
4.1718 0.36369
-4.1914 2.3526
-2.7859 -3.2817
-4.6301 -4.3811
-2.9214 -3.1551
-6.168 -5.7083
-5.0697 -5.8915
5.7916 -4.7474
4.004 -3.5499
3.1497 1.6276
-0.88009 2.2903
3.2194 7.5905
-0.83187 3.5615
4.4622 7.5957
3.7712 -5.6106
4.7404 -3.7217
2.7255 -2.0637
5.9585 -3.513
4.4933 -3.59
4.7518 -2.8339
4.3798 -2.7528
4.7651 -0.84398
-1.0548 7.372
3.8066 -2.9404
-4.9757 4.2238
4.0636 4.5207
-3.4687 1.8693
4.807 10.118
-2.607 2.3596
3.8759 4.6343
1.8351 4.0183
3.9743 1.3937
-1.047 4.8668
4.0907 4.0664
-0.72718 6.5097
4.631 6.3615
-2.018 3.9771
4.7558 8.0755
-2.9022 -3.2036
-2.6121 -3.2505
-1.6416 -1.401
-1.554 -1.714
-4.5754 -4.9314
-3.3874 -3.2293
0.80596 -0.28273
0.29144 0.31055
-1.1098 -1.0884
-4.0911 -4.0292
-3.0079 -3.308
4.1569 3.6405
-3.8159 -4.7663
-0.7173 -1.7444
-4.9813 -5.1365
-4.1847 -4.8179
-1.778 -3.1563
-3.7228 -5.3512
-4.5548 -4.5827
3.9443 -2.3816
-4.0841 4.8377
4.5484 -0.48432
-4.3493 5.7543
2.9174 7.7307
-4.4949 2.9297
5.2867 -2.1644
3.4909 -2.7531
2.7198 -4.2817
2.8146 -3.3142
3.1129 -2.485
3.3719 -2.4157
2.8676 -4.1425
2.7679 -3.312
3.8195 -3.7047
4.7983 -3.3384
3.3473 -6.7136
5.1468 -4.9632
2.7829 -4.9296
2.9354 -2.9406
4.7228 -4.625
4.3851 -2.3614
5.278 -4.9131
3.2037 -1.7062
4.0592 -2.3924
-6.3549 -6.6346
-5.917 -6.7503
-2.6437 -2.5488
-0.56818 -1.2981
-4.6186 -4.2745
-2.5813 -2.9707
-1.1014 -0.84597
3.485 7.9973
-3.3649 3.43
3.7886 -1.2331
-4.1737 5.451
3.7375 3.4877
-1.4053 8.7257
4.5037 0.30935
-5.7265 4.2021
3.7219 2.0385
-2.1572 2.9838
4.5102 1.8433
-8.9079 -9.806
-1.9095 -2.7737
-2.9942 -2.0706
-3.8083 -4.0658
-7.5274 -8.1222
-3.8115 -3.5646
-2.0464 -2.1179
-1.7796 -2.7828
-0.3628 -0.6534
-6.452 -6.6973
-7.3222 -7.5441
0.13535 0.1454
-6.9113 -6.4961
-1.7182 -1.9256
